Scenario;Region;Sector;Set;Name;Description;Unit;Type;Sub type;Lim type;Time slice level;Peak time slice
moderations_Wam;RW;-;NRG;UC_share_conso_HET-;Negative dummy var for UC: UC_share_conso_HET;UCU;NRG;dummy;;;
N-Rnw_Constraints_ELC_TRA_RSD_COM;RW;-;NRG;UCA_MIN_RAD4F-;Negative dummy var for UC: UCA_MIN_RAD4F;UCU;NRG;dummy;;;
N-Rnw_Constraints_ELC_TRA_RSD_COM;RW;-;NRG;UCSU_Rsd-2F_Gas_Share_RH-;Negative dummy var for UC: UCSU_Rsd-2F_Gas_Share_RH;UCU;NRG;dummy;;;
N-Rnw_Constraints_ELC_TRA_RSD_COM;RW;-;NRG;UCSU_Com-CO_Gas_Share_CH-;Negative dummy var for UC: UCSU_Com-CO_Gas_Share_CH;UCU;NRG;dummy;;;
N-Rnw_Constraints_ELC_TRA_RSD_COM;RW;-;NRG;UCSL_CarsSmall_Share-;Negative dummy var for UC: UCSL_CarsSmall_Share;UCU;NRG;dummy;;;
N-Rnw_Constraints_ELC_TRA_RSD_COM;RW;-;NRG;UCSU_Com-CS_Gas_ShareCC-;Negative dummy var for UC: UCSU_Com-CS_Gas_ShareCC;UCU;NRG;dummy;;;
N-Rnw_Constraints_ELC_TRA_RSD_COM;RW;-;NRG;UCSU_Com-EN_Gas_Share_CW-;Negative dummy var for UC: UCSU_Com-EN_Gas_Share_CW;UCU;NRG;dummy;;;
Rnw_Constraints_ELC_TRA_RSD_COM;RW;-;NRG;UC_Max_HP_potentiel_com-;Negative dummy var for UC: UC_Max_HP_potentiel_com;UCU;NRG;dummy;;;
moderations_Wam;RW;-;NRG;UC_share_conso_HET_2-;Negative dummy var for UC: UC_share_conso_HET_2;UCU;NRG;dummy;;;
UC_objectifs_wam_panel;RW;-;NRG;UC_WAM_WOO_COM_2030-;Negative dummy var for UC: UC_WAM_WOO_COM_2030;UCU;NRG;dummy;;;
UC_objectifs_wam_panel;RW;-;NRG;UC_WAM_ELC_Biom_post2030-;Negative dummy var for UC: UC_WAM_ELC_Biom_post2030;UCU;NRG;dummy;;;
N-Rnw_Constraints_ELC_TRA_RSD_COM;RW;-;NRG;UCSL_Cars_Executive_Share-;Negative dummy var for UC: UCSL_Cars_Executive_Share;UCU;NRG;dummy;;;
moderations_Wam;RW;-;NRG;chp_conserve_exist-;Negative dummy var for UC: chp_conserve_exist;UCU;NRG;dummy;;;
N-Rnw_Constraints_ELC_TRA_RSD_COM;RW;-;NRG;UCSL_Truck40_50t_Share-;Negative dummy var for UC: UCSL_Truck40_50t_Share;UCU;NRG;dummy;;;
Rnw_Constraints_ELC_TRA_RSD_COM;RW;-;NRG;Uc_Max_HP_potentiel_Ind_IOI-;Negative dummy var for UC: Uc_Max_HP_potentiel_Ind_IOI;UCU;NRG;dummy;;;
moderations_Wam;RW;-;NRG;UC_switch_RSD_moderation_OIL_WAM-;Negative dummy var for UC: UC_switch_RSD_moderation_OIL_WAM;UCU;NRG;dummy;;;
UC_objectifs_wam_panel;RW;-;NRG;UC_WAM_ELC_Biom-;Negative dummy var for UC: UC_WAM_ELC_Biom;UCU;NRG;dummy;;;
N-Rnw_Constraints_ELC_TRA_RSD_COM;RW;-;NRG;UCSU_Com-SA_Gas_Share_CW-;Negative dummy var for UC: UCSU_Com-SA_Gas_Share_CW;UCU;NRG;dummy;;;
UC_objectifs_wam_panel;RW;-;NRG;UC_WAM_ELC_PV-;Negative dummy var for UC: UC_WAM_ELC_PV;UCU;NRG;dummy;;;
UC_objectifs_wam_panel;RW;-;NRG;UC_WAM_HET_com-;Negative dummy var for UC: UC_WAM_HET_com;UCU;NRG;dummy;;;
moderations_Wam;RW;-;NRG;CAP_wood_COM-;Negative dummy var for UC: CAP_wood_COM;UCU;NRG;dummy;;;
UC_objectifs_wam_panel;RW;-;NRG;UC_WAM_CONS_COM-;Negative dummy var for UC: UC_WAM_CONS_COM;UCU;NRG;dummy;;;
N-Rnw_Constraints_ELC_TRA_RSD_COM;RW;-;NRG;UCSL_Truck28_40t_Share-;Negative dummy var for UC: UCSL_Truck28_40t_Share;UCU;NRG;dummy;;;
Rnw_Constraints_ELC_TRA_RSD_COM;RW;-;NRG;Uc_Max_HP_potentiel_Ind_IOF-;Negative dummy var for UC: Uc_Max_HP_potentiel_Ind_IOF;UCU;NRG;dummy;;;
N-Rnw_Constraints_ELC_TRA_RSD_COM;RW;-;NRG;UCSU_Com-EN_Gas_ShareCC-;Negative dummy var for UC: UCSU_Com-EN_Gas_ShareCC;UCU;NRG;dummy;;;
Rnw_Constraints_ELC_TRA_RSD_COM;RW;-;NRG;UC_HP_nw_stat-;Negative dummy var for UC: UC_HP_nw_stat;UCU;NRG;dummy;;;
UC_objectifs_wam_panel;RW;-;NRG;NO_Mazout_2040-;Negative dummy var for UC: NO_Mazout_2040;UCU;NRG;dummy;;;
N-Rnw_Constraints_ELC_TRA_RSD_COM;RW;-;NRG;UCSU_Com-SA_Gas_Share_CH-;Negative dummy var for UC: UCSU_Com-SA_Gas_Share_CH;UCU;NRG;dummy;;;
UC_objectifs_wam_panel;RW;-;NRG;UC_WAM_HP_COM-;Negative dummy var for UC: UC_WAM_HP_COM;UCU;NRG;dummy;;;
N-Rnw_Constraints_ELC_TRA_RSD_COM;RW;-;NRG;UCSU_Com-EN_Gas_Share_CH-;Negative dummy var for UC: UCSU_Com-EN_Gas_Share_CH;UCU;NRG;dummy;;;
moderations_Ref;RW;-;NRG;chp_conserve_exist-;Negative dummy var for UC: chp_conserve_exist;UCU;NRG;dummy;;;
moderations_Ref;RW;-;NRG;PV_resentiel-;Negative dummy var for UC: PV_resentiel;UCU;NRG;dummy;;;
UC_objectifs_wam_panel;RW;-;NRG;UC-HP_RSD_wam_COP_min-;Negative dummy var for UC: UC-HP_RSD_wam_COP_min;UCU;NRG;dummy;;;
moderations_Ref;RW;-;NRG;UC_switch_RSD_moderation_OIL_WEM-;Negative dummy var for UC: UC_switch_RSD_moderation_OIL_WEM;UCU;NRG;dummy;;;
moderations_Wam;RW;-;NRG;Uc_GAZ_commercial_WAM-;Negative dummy var for UC: Uc_GAZ_commercial_WAM;UCU;NRG;dummy;;;
N-Rnw_Constraints_ELC_TRA_RSD_COM;RW;-;NRG;UCSU_Rsd-4F_Gas_Share_RH-;Negative dummy var for UC: UCSU_Rsd-4F_Gas_Share_RH;UCU;NRG;dummy;;;
Rnw_Constraints_ELC_TRA_RSD_COM;RW;-;NRG;UC_Pvgreenfield-;Negative dummy var for UC: UC_Pvgreenfield;UCU;NRG;dummy;;;
N-Rnw_Constraints_ELC_TRA_RSD_COM;RW;-;NRG;UCA_MIN_RAD2F-;Negative dummy var for UC: UCA_MIN_RAD2F;UCU;NRG;dummy;;;
N-Rnw_Constraints_ELC_TRA_RSD_COM;RW;-;NRG;UCSU_Rsd-App_Gas_Share_RH-;Negative dummy var for UC: UCSU_Rsd-App_Gas_Share_RH;UCU;NRG;dummy;;;
WEM_ART_7;RW;-;NRG;TRA_CAR_stop_thermique_;Positive dummy var for UC: TRA_CAR_stop_thermique;UCU;NRG;dummy;;;
RSD_Retrofits;RW;RSD;.NRG.;Dum-Retrofit-F_R_4Fac1945;Dummy Commodity Retrofit-F_R_4Fac1945;Mm2;NRG;;;;
COM_Retrofits2;RW;COM;.NRG.;Dum-Retrofit-S_C_EN;Dum-Retrofit-S_C_EN;Mm2;NRG;;;;
RSD_Retrofits;RW;RSD;.NRG.;Dum-Retrofit-M_R_2Fac2005;Dummy Commodity Retrofit-M_R_2Fac2005;Mm2;NRG;;;;
RSD_Retrofits;RW;RSD;.NRG.;Dum-Retrofit-M_R_Appa2005;Dummy Commodity Retrofit-M_R_Appa2005;Mm2;NRG;;;;
TECHS_HYDROGEN;RW;SUP;.NRG.;AUX_STH2SGT;Aux input STH2SGT;PJ;NRG;;FX;DAYNITE;
COM_Retrofits2;RW;COM;.NRG.;Dum-Retrofit-F_C_EN;Dum-Retrofit-F_C_EN;Mm2;NRG;;;;
RSD_Retrofits;RW;RSD;.NRG.;Dum-Retrofit-F_R_3Fac1989;Dummy Commodity Retrofit-F_R_3Fac1989;Mm2;NRG;;;;
SUP-CarbonStorage;RW;Feuil1;.NRG.;ELCECH4;ech4 synthetise ELC;PJ;NRG;;;;
RSD_Retrofits;RW;RSD;.NRG.;Dum-Retrofit-F_R_Appa1989;Dummy Commodity Retrofit-F_R_Appa1989;Mm2;NRG;;;;
RSD_Retrofits;RW;RSD;.NRG.;Dum-Retrofit-M_R_2Fac1989;Dummy Commodity Retrofit-M_R_2Fac1989;Mm2;NRG;;;;
TECHS_HYDROGEN;RW;SUP;.NRG.;SYNH2CU;Centralized hydrogen (Underground storage);PJ;NRG;;FX;DAYNITE;
COM_Retrofits2;RW;COM;.NRG.;Dum-Retrofit-T_C_BP;Dum-Retrofit-T_C_BP;Mm2;NRG;;;;
SUP-BioFuels;RW;SUP;.NRG.;BIOGLY;Bio glycerol;PJ;NRG;;;;
RSD_Retrofits;RW;RSD;.NRG.;Dum-Retrofit-F_R_3Fac1945;Dummy Commodity Retrofit-F_R_3Fac1945;Mm2;NRG;;;;
RSD_Retrofits;RW;RSD;.NRG.;Dum-Retrofit-T_R_4Fac1989;Dummy Commodity Retrofit-T_R_4Fac1989;Mm2;NRG;;;;
RSD_Retrofits;RW;RSD;.NRG.;Dum-Retrofit-F_R_Appa2005;Dummy Commodity Retrofit-F_R_Appa2005;Mm2;NRG;;;;
RSD_Retrofits;RW;RSD;.NRG.;Dum-Retrofit-M_R_4Fac1976;Dummy Commodity Retrofit-M_R_4Fac1976;Mm2;NRG;;;;
SUP-BioFuels;RW;SUP;.NRG.;BIOSTIL;Stillage;PJ;NRG;;;;
RSD_Retrofits;RW;RSD;.NRG.;Dum-Retrofit-M_R_Appa1989;Dummy Commodity Retrofit-M_R_Appa1989;Mm2;NRG;;;;
TECHS_HYDROGEN;RW;SUP;.NRG.;SYNH2DT;Decentralized hydrogen (Tank storage);PJ;NRG;;FX;DAYNITE;
RSD_Retrofits;RW;RSD;.NRG.;Dum-Retrofit-T_R_Appa1989;Dummy Commodity Retrofit-T_R_Appa1989;Mm2;NRG;;;;
RSD_Retrofits;RW;RSD;.NRG.;Dum-Retrofit-F_R_2Fac1958;Dummy Commodity Retrofit-F_R_2Fac1958;Mm2;NRG;;;;
RSD_Retrofits;RW;RSD;.NRG.;Dum-Retrofit-M_R_3Fac1958;Dummy Commodity Retrofit-M_R_3Fac1958;Mm2;NRG;;;;
RSD_Retrofits;RW;RSD;.NRG.;Dum-Retrofit-S_R_3Fac2005;Dummy Commodity Retrofit-S_R_3Fac2005;Mm2;NRG;;;;
RSD_Retrofits;RW;RSD;.NRG.;Dum-Retrofit-T_R_Appa1958;Dummy Commodity Retrofit-T_R_Appa1958;Mm2;NRG;;;;
RSD_Retrofits;RW;RSD;.NRG.;Dum-Retrofit-M_R_3Fac1989;Dummy Commodity Retrofit-M_R_3Fac1989;Mm2;NRG;;;;
RSD_Retrofits;RW;RSD;.NRG.;Dum-Retrofit-T_R_3Fac1976;Dummy Commodity Retrofit-T_R_3Fac1976;Mm2;NRG;;;;
TECHS_HYDROGEN;RW;SUP;.NRG.;DUMSTOR;Dummy commodity in input to the accompaning tech to represent power;PJ;NRG;;;DAYNITE;
RSD_Retrofits;RW;RSD;.NRG.;Dum-Retrofit-T_R_Appa2005;Dummy Commodity Retrofit-T_R_Appa2005;Mm2;NRG;;;;
RSD_Retrofits;RW;RSD;.NRG.;Dum-Retrofit-S_R_4Fac1958;Dummy Commodity Retrofit-S_R_4Fac1958;Mm2;NRG;;;;
RSD_Retrofits;RW;RSD;.NRG.;Dum-Retrofit-S_R_Appa1945;Dummy Commodity Retrofit-S_R_Appa1945;Mm2;NRG;;;;
COM-NewTechs_V02;RW;COM;.NRG.;COMGHT;Commercial Ground Heat;PJ;NRG;;;;
RSD_Retrofits;RW;RSD;.NRG.;Dum-Retrofit-S_R_4Fac1976;Dummy Commodity Retrofit-S_R_4Fac1976;Mm2;NRG;;;;
COM_Retrofits2;RW;COM;.NRG.;Dum-Retrofit-M_C_CS;Dum-Retrofit-M_C_CS;Mm2;NRG;;;;
RSD_Retrofits;RW;RSD;.NRG.;Dum-Retrofit-T_R_Appa1976;Dummy Commodity Retrofit-T_R_Appa1976;Mm2;NRG;;;;
RSD_Retrofits;RW;RSD;.NRG.;Dum-Retrofit-M_R_4Fac1989;Dummy Commodity Retrofit-M_R_4Fac1989;Mm2;NRG;;;;
RSD_Retrofits;RW;RSD;.NRG.;Dum-Retrofit-M_R_Appa1945;Dummy Commodity Retrofit-M_R_Appa1945;Mm2;NRG;;;;
SUP-BioFuels;RW;SUP;.NRG.;SUPGZH;Biogaz épuré;PJ;NRG;;;;
RSD_Retrofits;RW;RSD;.NRG.;Dum-Retrofit-M_R_3Fac2005;Dummy Commodity Retrofit-M_R_3Fac2005;Mm2;NRG;;;;
COM_Retrofits2;RW;COM;.NRG.;Dum-Retrofit-F_C_CS;Dum-Retrofit-F_C_CS;Mm2;NRG;;;;
TECHS_HYDROGEN;RW;IMP;.NRG.;SUPIMPH2;imported hydrogen;PJ;NRG;;;DAYNITE;
RSD_Retrofits;RW;RSD;.NRG.;Dum-Retrofit-S_R_3Fac1976;Dummy Commodity Retrofit-S_R_3Fac1976;Mm2;NRG;;;;
RSD_Retrofits;RW;RSD;.NRG.;Dum-Retrofit-S_R_Appa1958;Dummy Commodity Retrofit-S_R_Appa1958;Mm2;NRG;;;;
MMR_WAM;RW;-;NRG;IND_bilan20_OIL_;Positive dummy var for UC: IND_bilan20_OIL;UCU;NRG;dummy;;;
RSD_Retrofits;RW;RSD;.NRG.;Dum-Retrofit-S_R_2Fac1989;Dummy Commodity Retrofit-S_R_2Fac1989;Mm2;NRG;;;;
RSD_Retrofits;RW;RSD;.NRG.;Dum-Retrofit-M_R_4Fac1958;Dummy Commodity Retrofit-M_R_4Fac1958;Mm2;NRG;;;;
RSD_Retrofits;RW;RSD;.NRG.;Dum-Retrofit-S_R_2Fac1945;Dummy Commodity Retrofit-S_R_2Fac1945;Mm2;NRG;;;;
RSD_Retrofits;RW;RSD;.NRG.;Dum-Retrofit-M_R_3Fac1976;Dummy Commodity Retrofit-M_R_3Fac1976;Mm2;NRG;;;;
RSD_Retrofits;RW;RSD;.NRG.;Dum-Retrofit-M_R_2Fac1976;Dummy Commodity Retrofit-M_R_2Fac1976;Mm2;NRG;;;;
RSD_Retrofits;RW;RSD;.NRG.;Dum-Retrofit-T_R_3Fac1945;Dummy Commodity Retrofit-T_R_3Fac1945;Mm2;NRG;;;;
RSD_Retrofits;RW;RSD;.NRG.;Dum-Retrofit-S_R_Appa1976;Dummy Commodity Retrofit-S_R_Appa1976;Mm2;NRG;;;;
RSD_Retrofits;RW;RSD;.NRG.;Dum-Retrofit-S_R_4Fac1945;Dummy Commodity Retrofit-S_R_4Fac1945;Mm2;NRG;;;;
RSD_Retrofits;RW;RSD;.NRG.;Dum-Retrofit-F_R_3Fac1958;Dummy Commodity Retrofit-F_R_3Fac1958;Mm2;NRG;;;;
COM_Retrofits2;RW;COM;.NRG.;Dum-Retrofit-M_C_BA;Dum-Retrofit-M_C_BA;Mm2;NRG;;;;
RSD_Retrofits;RW;RSD;.NRG.;Dum-Retrofit-T_R_4Fac1976;Dummy Commodity Retrofit-T_R_4Fac1976;Mm2;NRG;;;;
RSD_Retrofits;RW;RSD;.NRG.;Dum-Retrofit-M_R_2Fac1945;Dummy Commodity Retrofit-M_R_2Fac1945;Mm2;NRG;;;;
SUP-CarbonStorage;RW;Feuil1;.MAT.;INDCO2U;Industry: CO2 for use;kt;MAT;;FX;ANNUAL;
COM_Retrofits2;RW;COM;.NRG.;Dum-Retrofit-S_C_BA;Dum-Retrofit-S_C_BA;Mm2;NRG;;;;
COM_Retrofits2;RW;COM;.NRG.;Dum-Retrofit-S_C_CO;Dum-Retrofit-S_C_CO;Mm2;NRG;;;;
RSD_Retrofits;RW;RSD;.NRG.;Dum-Retrofit-T_R_3Fac1958;Dummy Commodity Retrofit-T_R_3Fac1958;Mm2;NRG;;;;
RSD_Retrofits;RW;RSD;.NRG.;Dum-Retrofit-T_R_2Fac2005;Dummy Commodity Retrofit-T_R_2Fac2005;Mm2;NRG;;;;
RSD_Retrofits;RW;RSD;.NRG.;Dum-Retrofit-M_R_4Fac2005;Dummy Commodity Retrofit-M_R_4Fac2005;Mm2;NRG;;;;
SUP-BioFuels;RW;SUP;.NRG.;BIOPLPOIL;Bio oil pulp;PJ;NRG;;;;
TECHS_HYDROGEN;RW;SUP;.NRG.;AUX_STH2SUG;Aux input STH2SUG;PJ;NRG;;FX;DAYNITE;
RSD_Retrofits;RW;RSD;.NRG.;Dum-Retrofit-M_R_Appa1958;Dummy Commodity Retrofit-M_R_Appa1958;Mm2;NRG;;;;
RSD_Retrofits;RW;RSD;.NRG.;Dum-Retrofit-F_R_3Fac1976;Dummy Commodity Retrofit-F_R_3Fac1976;Mm2;NRG;;;;
COM_Retrofits2;RW;COM;.NRG.;Dum-Retrofit-M_C_SA;Dum-Retrofit-M_C_SA;Mm2;NRG;;;;
COM_Retrofits2;RW;COM;.NRG.;Dum-Retrofit-F_C_CO;Dum-Retrofit-F_C_CO;Mm2;NRG;;;;
COM_Retrofits2;RW;COM;.NRG.;Dum-Retrofit-T_C_CS;Dum-Retrofit-T_C_CS;Mm2;NRG;;;;
UC_Retrofit_StratReno;RW;-;NRG;Retrofit_Max-S_C_CS_;Positive dummy var for UC: Retrofit_Max-S_C_CS;UCU;NRG;dummy;;;
RSD_Retrofits;RW;RSD;.NRG.;Dum-Retrofit-F_R_4Fac1976;Dummy Commodity Retrofit-F_R_4Fac1976;Mm2;NRG;;;;
SUP-BioFuels;RW;SUP;.NRG.;BIOPLPBEET;Bio beet pulp;PJ;NRG;;;;
TECHS_HYDROGEN;RW;SUP;.NRG.;TRALH2;TRALH2 (TRA);PJ;NRG;;;DAYNITE;
COM_Retrofits2;RW;COM;.NRG.;Dum-Retrofit-M_C_EN;Dum-Retrofit-M_C_EN;Mm2;NRG;;;;
COM_Retrofits2;RW;COM;.NRG.;Dum-Retrofit-T_C_SA;Dum-Retrofit-T_C_SA;Mm2;NRG;;;;
COM_Retrofits2;RW;COM;.NRG.;Dum-Retrofit-T_C_BA;Dum-Retrofit-T_C_BA;Mm2;NRG;;;;
RSD_Retrofits;RW;RSD;.NRG.;Dum-Retrofit-M_R_4Fac1945;Dummy Commodity Retrofit-M_R_4Fac1945;Mm2;NRG;;;;
COM_Retrofits2;RW;COM;.NRG.;Dum-Retrofit-M_C_CO;Dum-Retrofit-M_C_CO;Mm2;NRG;;;;
RSD_Retrofits;RW;RSD;.NRG.;Dum-Retrofit-F_R_3Fac2005;Dummy Commodity Retrofit-F_R_3Fac2005;Mm2;NRG;;;;
COM_Retrofits2;RW;COM;.NRG.;Dum-Retrofit-S_C_BP;Dum-Retrofit-S_C_BP;Mm2;NRG;;;;
RSD_Retrofits;RW;RSD;.NRG.;Dum-Retrofit-F_R_2Fac1945;Dummy Commodity Retrofit-F_R_2Fac1945;Mm2;NRG;;;;
RSD_Retrofits;RW;RSD;.NRG.;Dum-Retrofit-F_R_Appa1958;Dummy Commodity Retrofit-F_R_Appa1958;Mm2;NRG;;;;
RSD_Retrofits;RW;RSD;.NRG.;Dum-Retrofit-F_R_4Fac1958;Dummy Commodity Retrofit-F_R_4Fac1958;Mm2;NRG;;;;
TECHS_HYDROGEN;RW;SUP;.NRG.;TRAGH2;TRAGH2 (TRA);PJ;NRG;;;DAYNITE;
TECHS_HYDROGEN;RW;SUP;.NRG.;AUX_STECH4IMP;AUX_STECH4IMP;PJ;NRG;;FX;DAYNITE;
RSD_Retrofits;RW;RSD;.NRG.;Dum-Retrofit-F_R_2Fac1989;Dummy Commodity Retrofit-F_R_2Fac1989;Mm2;NRG;;;;
COM_Retrofits2;RW;COM;.NRG.;Dum-Retrofit-F_C_BP;Dum-Retrofit-F_C_BP;Mm2;NRG;;;;
TECHS_HYDROGEN;RW;SUP;.NRG.;SYNH2CT;Centralized hydrogen (Tank storage);PJ;NRG;;FX;DAYNITE;
RSD_Retrofits;RW;RSD;.NRG.;Dum-Retrofit-S_R_4Fac2005;Dummy Commodity Retrofit-S_R_4Fac2005;Mm2;NRG;;;;
RSD_Retrofits;RW;RSD;.NRG.;Dum-Retrofit-M_R_3Fac1945;Dummy Commodity Retrofit-M_R_3Fac1945;Mm2;NRG;;;;
RSD_Retrofits;RW;RSD;.NRG.;Dum-Retrofit-F_R_Appa1976;Dummy Commodity Retrofit-F_R_Appa1976;Mm2;NRG;;;;
TECHS_HYDROGEN;RW;SUP;.NRG.;RSDHH2;RSDHH2;PJ;NRG;;;DAYNITE;
RSD_Retrofits;RW;RSD;.NRG.;Dum-Retrofit-S_R_Appa1989;Dummy Commodity Retrofit-S_R_Appa1989;Mm2;NRG;;;;
TECHS_HYDROGEN;RW;SUP;.NRG.;INDHH2;INDHH2;PJ;NRG;;;DAYNITE;
COM-NewTechs_V02;RW;COM;.NRG.;CHCODUM;Commercial Dummy heat commodity-CHCO;PJ;NRG;;;;
TECHS_HYDROGEN;RW;SUP;.NRG.;SYNH2DT;Decentralized hydrogen (Tank storage);PJ;NRG;;FX;DAYNITE;
COM_Retrofits2;RW;COM;.NRG.;Dum-Retrofit-F_C_BA;Dum-Retrofit-F_C_BA;Mm2;NRG;;;;
RSD_Retrofits;RW;RSD;.NRG.;Dum-Retrofit-F_R_Appa1945;Dummy Commodity Retrofit-F_R_Appa1945;Mm2;NRG;;;;
RSD_Retrofits;RW;RSD;.NRG.;Dum-Retrofit-S_R_Appa2005;Dummy Commodity Retrofit-S_R_Appa2005;Mm2;NRG;;;;
SUP-BioFuels;RW;SUP;.NRG.;BIORPOIL;Rape seed oil;PJ;NRG;;;;
RSD_Retrofits;RW;RSD;.NRG.;Dum-Retrofit-F_R_2Fac1976;Dummy Commodity Retrofit-F_R_2Fac1976;Mm2;NRG;;;;
TECHS_HYDROGEN;RW;IMP;.NRG.;MOLECH4;MOLECH4;PJ;NRG;;;;
TECHS_HYDROGEN;RW;SUP;.NRG.;AUX_STH2SDT;Aux input STH2SDT;PJ;NRG;;FX;DAYNITE;
RSD_Retrofits;RW;RSD;.NRG.;Dum-Retrofit-T_R_2Fac1945;Dummy Commodity Retrofit-T_R_2Fac1945;Mm2;NRG;;;;
RSD_Retrofits;RW;RSD;.NRG.;Dum-Retrofit-T_R_3Fac1989;Dummy Commodity Retrofit-T_R_3Fac1989;Mm2;NRG;;;;
SUP-CarbonStorage;RW;Feuil1;.NRG.;INDECH4;ech4 synthetise IND;PJ;NRG;;;;
SUP-CarbonStorage;RW;Feuil1;.MAT.;CO2STOCK;Supply - Carbon captured;kt;MAT;;FX;ANNUAL;
TECHS_HYDROGEN;RW;SUP;.NRG.;AUX_STH2IMP;AUX_STH2IMP;PJ;NRG;;FX;DAYNITE;
TECHS_HYDROGEN;RW;SUP;.MAT.;MEOXY;MEOXY;Mt;MAT;;;;
COM-NewTechs_V02;RW;COM;.NRG.;CHCSDUM;Commercial Dummy heat commodity-CHCS;PJ;NRG;;;;
RSD_Retrofits;RW;RSD;.NRG.;Dum-Retrofit-S_R_2Fac2005;Dummy Commodity Retrofit-S_R_2Fac2005;Mm2;NRG;;;;
RSD_Retrofits;RW;RSD;.NRG.;Dum-Retrofit-S_R_4Fac1989;Dummy Commodity Retrofit-S_R_4Fac1989;Mm2;NRG;;;;
RSD_Retrofits;RW;RSD;.NRG.;Dum-Retrofit-T_R_2Fac1958;Dummy Commodity Retrofit-T_R_2Fac1958;Mm2;NRG;;;;
RSD_Retrofits;RW;RSD;.NRG.;Dum-Retrofit-S_R_3Fac1989;Dummy Commodity Retrofit-S_R_3Fac1989;Mm2;NRG;;;;
RSD_Retrofits;RW;RSD;.NRG.;Dum-Retrofit-T_R_3Fac2005;Dummy Commodity Retrofit-T_R_3Fac2005;Mm2;NRG;;;;
COM-NewTechs_V02;RW;COM;.NRG.;CHSADUM;Commercial Dummy heat commodity-CHSA;PJ;NRG;;;;
RSD_Retrofits;RW;RSD;.NRG.;Dum-Retrofit-T_R_4Fac2005;Dummy Commodity Retrofit-T_R_4Fac2005;Mm2;NRG;;;;
RSD_Retrofits;RW;RSD;.NRG.;Dum-Retrofit-M_R_2Fac1958;Dummy Commodity Retrofit-M_R_2Fac1958;Mm2;NRG;;;;
RSD_Retrofits;RW;RSD;.NRG.;Dum-Retrofit-T_R_4Fac1945;Dummy Commodity Retrofit-T_R_4Fac1945;Mm2;NRG;;;;
RSD_Retrofits;RW;RSD;.NRG.;Dum-Retrofit-S_R_3Fac1958;Dummy Commodity Retrofit-S_R_3Fac1958;Mm2;NRG;;;;
COM_Retrofits2;RW;COM;.NRG.;Dum-Retrofit-T_C_EN;Dum-Retrofit-T_C_EN;Mm2;NRG;;;;
COM_Retrofits2;RW;COM;.NRG.;Dum-Retrofit-M_C_BP;Dum-Retrofit-M_C_BP;Mm2;NRG;;;;
COM_Retrofits2;RW;COM;.NRG.;Dum-Retrofit-S_C_SA;Dum-Retrofit-S_C_SA;Mm2;NRG;;;;
RSD_Retrofits;RW;RSD;.NRG.;Dum-Retrofit-F_R_2Fac2005;Dummy Commodity Retrofit-F_R_2Fac2005;Mm2;NRG;;;;
RSD_Retrofits;RW;RSD;.NRG.;Dum-Retrofit-M_R_Appa1976;Dummy Commodity Retrofit-M_R_Appa1976;Mm2;NRG;;;;
RSD_Retrofits;RW;RSD;.NRG.;Dum-Retrofit-T_R_Appa1945;Dummy Commodity Retrofit-T_R_Appa1945;Mm2;NRG;;;;
TECHS_HYDROGEN;RW;SUP;.NRG.;SYNH2CU;Centralized hydrogen (Underground storage);PJ;NRG;;FX;DAYNITE;
RSD_Retrofits;RW;RSD;.NRG.;Dum-Retrofit-S_R_3Fac1945;Dummy Commodity Retrofit-S_R_3Fac1945;Mm2;NRG;;;;
COM_Retrofits2;RW;COM;.NRG.;Dum-Retrofit-T_C_CO;Dum-Retrofit-T_C_CO;Mm2;NRG;;;;
TECHS_HYDROGEN;RW;SUP;.NRG.;SYNH2CT;Centralized hydrogen (Tank storage);PJ;NRG;;FX;DAYNITE;
COM-NewTechs_V02;RW;COM;.NRG.;COMAHT;Commercial Ambient Heat;PJ;NRG;;;;
RSD_Retrofits;RW;RSD;.NRG.;Dum-Retrofit-F_R_4Fac2005;Dummy Commodity Retrofit-F_R_4Fac2005;Mm2;NRG;;;;
RSD_Retrofits;RW;RSD;.NRG.;Dum-Retrofit-T_R_4Fac1958;Dummy Commodity Retrofit-T_R_4Fac1958;Mm2;NRG;;;;
RSD_Retrofits;RW;RSD;.NRG.;Dum-Retrofit-S_R_2Fac1976;Dummy Commodity Retrofit-S_R_2Fac1976;Mm2;NRG;;;;
RSD_Retrofits;RW;RSD;.NRG.;Dum-Retrofit-T_R_2Fac1976;Dummy Commodity Retrofit-T_R_2Fac1976;Mm2;NRG;;;;
RSD_Retrofits;RW;RSD;.NRG.;Dum-Retrofit-F_R_4Fac1989;Dummy Commodity Retrofit-F_R_4Fac1989;Mm2;NRG;;;;
COM_Retrofits2;RW;COM;.NRG.;Dum-Retrofit-F_C_SA;Dum-Retrofit-F_C_SA;Mm2;NRG;;;;
COM_Retrofits2;RW;COM;.NRG.;Dum-Retrofit-S_C_CS;Dum-Retrofit-S_C_CS;Mm2;NRG;;;;
RSD_Retrofits;RW;RSD;.NRG.;Dum-Retrofit-T_R_2Fac1989;Dummy Commodity Retrofit-T_R_2Fac1989;Mm2;NRG;;;;
RSD_Retrofits;RW;RSD;.NRG.;Dum-Retrofit-S_R_2Fac1958;Dummy Commodity Retrofit-S_R_2Fac1958;Mm2;NRG;;;;
