Scenario;Region;Sector;Set;Name;Description;Activity unit;Capacity unit;Type;Sub type;Primary commodity group;Time slice level;Vintage
COM-NewTechs_V02;RW;COM;.DMD.;CHCONELC201;Com Space Heat New Boiler - CON - ELC201;PJ;GW;DMD;-;;ANNUAL;0,00
COM-NewTechs_V02;RW;COM;.DMD.;CHCONGMX201;Com Space Heat New Boiler - CON - GMX201;PJ;GW;DMD;-;;ANNUAL;0,00
COM-NewTechs_V02;RW;COM;.DMD.;CHCONGMX301;Com Space Heat New Boiler - CON - GMX301;PJ;GW;DMD;-;;ANNUAL;0,00
COM-NewTechs_V02;RW;COM;.DMD.;CHCONGMX401;Com Space Heat New Boiler - CON - GMX401;PJ;GW;DMD;-;;ANNUAL;0,00
COM-NewTechs_V02;RW;COM;.DMD.;CHCONGMX501;Com Space Heat New Boiler - CON - GMX501;PJ;GW;DMD;-;;ANNUAL;0,00
COM-NewTechs_V02;RW;COM;.DMD.;CHCONLPG201;Com Space Heat New Boiler - CON - LPG201;PJ;GW;DMD;-;;ANNUAL;0,00
COM-NewTechs_V02;RW;COM;.DMD.;CHCONLPG301;Com Space Heat New Boiler - CON - LPG301;PJ;GW;DMD;-;;ANNUAL;0,00
COM-NewTechs_V02;RW;COM;.DMD.;CHCONOIL201;Com Space Heat New Boiler - CON - OIL201;PJ;GW;DMD;-;;ANNUAL;0,00
COM-NewTechs_V02;RW;COM;.DMD.;CHCONOIL301;Com Space Heat New Boiler - CON - OIL301;PJ;GW;DMD;-;;ANNUAL;0,00
COM-NewTechs_V02;RW;COM;.DMD.;CHCONOIL401;Com Space Heat New Boiler - CON - OIL401;PJ;GW;DMD;-;;ANNUAL;0,00
COM-NewTechs_V02;RW;COM;.DMD.;CHCONPEL101;Com Space Heat New Boiler - CON - PEL101;PJ;GW;DMD;-;;ANNUAL;0,00
COM-NewTechs_V02;RW;COM;.DMD.;CHCONGEO101;Com Space Heat New FC - CON - GEO101;PJ;GW;DMD;-;;ANNUAL;0,00
COM-NewTechs_V02;RW;COM;.DMD.;CHCONLTH101;Com Space Heat New Heat Exchanger - CON - HET101;PJ;GW;DMD;-;;ANNUAL;0,00
COM-NewTechs_V02;RW;COM;.DMD.;CHCONELCHP201;Com Space Heat New Heat Pump - CO - ELC201;PJ;GW;DMD;-;;ANNUAL;0,00
COM-NewTechs_V02;RW;COM;.DMD.;CHCONELCHP202;Com Space Heat New Heat Pump - CO - ELC202;PJ;GW;DMD;-;;ANNUAL;0,00
COM-NewTechs_V02;RW;COM;.DMD.;CHCONELCHP301;Com Space Heat New Heat Pump - CO - ELC301;PJ;GW;DMD;-;;ANNUAL;0,00
COM-NewTechs_V02;RW;COM;.DMD.;CHCONELCHP302;Com Space Heat New Heat Pump - CO - ELC302;PJ;GW;DMD;-;;ANNUAL;0,00
COM-NewTechs_V02;RW;COM;.DMD.;CHCONELCHP401;Com Space Heat New Heat Pump - CO - ELC401;PJ;GW;DMD;-;;ANNUAL;0,00
COM-NewTechs_V02;RW;COM;.DMD.;CHCONELCHP402;Com Space Heat New Heat Pump - CO - ELC402;PJ;GW;DMD;-;;ANNUAL;0,00
COM-NewTechs_V02;RW;COM;.DMD.;CHCONGMXHP201;Com Space Heat New Heat Pump - CON - GMX201;PJ;GW;DMD;-;;ANNUAL;0,00
COM-NewTechs_V02;RW;COM;.DMD.;CHCONGMXHP202;Com Space Heat New Heat Pump - CON - GMX202;PJ;GW;DMD;-;;ANNUAL;0,00
COM-NewTechs_V02;RW;COM;.DMD.;CHCONLPGHP202;Com Space Heat New Heat Pump - CON - LPG202;PJ;GW;DMD;-;;ANNUAL;0,00
COM-NewTechs_V02;RW;COM;.DMD.;CHCONELCHPR201;Com Space Heat New Heat Pump with reno - CO - ELC201;PJ;GW;DMD;-;;ANNUAL;0,00
COM-NewTechs_V02;RW;COM;.DMD.;CHCONELCHPR202;Com Space Heat New Heat Pump With Reno - CO - ELC202;PJ;GW;DMD;-;;ANNUAL;0,00
COM-NewTechs_V02;RW;COM;.DMD.;CWCONOIL101;Com Water Heat New Boiler - CON - OIL101;PJ;GW;DMD;-;;ANNUAL;0,00
COM-NewTechs_V02;RW;COM;.DMD.;CWCONPEL101;Com Water Heat New Boiler - CON - PEL101;PJ;GW;DMD;-;;ANNUAL;0,00
COM-NewTechs_V02;RW;COM;.DMD.;CWCONSOL101;Com Water Heat New Boiler - CON - SOL101;PJ;GW;DMD;-;;ANNUAL;0,00
COM-NewTechs_V02;RW;COM;.DMD.;CWCONSOLE101;Com Water Heat New Boiler with back up - CON - ELC101;PJ;GW;DMD;-;;ANNUAL;0,00
COM-NewTechs_V02;RW;COM;.DMD.;CWCONSOLG101;Com Water Heat New Boiler with back up - CON - GMX101;PJ;GW;DMD;-;;ANNUAL;0,00
COM-NewTechs_V02;RW;COM;.DMD.;CWCONSOLD101;Com Water Heat New Boiler with back up - CON - OIL101;PJ;GW;DMD;-;;ANNUAL;0,00
COM-NewTechs_V02;RW;COM;.DMD.;CCCSNELC201;Com Space Cool New - CSN - ELC201;PJ;GW;DMD;-;;ANNUAL;0,00
COM-NewTechs_V02;RW;COM;.DMD.;CCCSNELC301;Com Space Cool New - CSN - ELC301;PJ;GW;DMD;-;;ANNUAL;0,00
COM-NewTechs_V02;RW;COM;.DMD.;CCCSNELC401;Com Space Cool New - CSN - ELC401;PJ;GW;DMD;-;;ANNUAL;0,00
COM-NewTechs_V02;RW;COM;.DMD.;CCCSNGMXHP101;Com Space Cool New - CSN - GMX101;PJ;GW;DMD;-;;ANNUAL;0,00
COM-NewTechs_V02;RW;COM;.DMD.;CHCSNGMX501;Com Space Heat New Boiler - CON - GMX501;PJ;GW;DMD;-;;ANNUAL;0,00
COM-NewTechs_V02;RW;COM;.DMD.;CHCSNCPS101;Com Space Heat New Boiler - CSN - CPS101;PJ;GW;DMD;-;;ANNUAL;0,00
COM-NewTechs_V02;RW;COM;.DMD.;CHCSNELC101;Com Space Heat New Boiler - CSN - ELC101;PJ;GW;DMD;-;;ANNUAL;0,00
COM-NewTechs_V02;RW;COM;.DMD.;CHCSNELC201;Com Space Heat New Boiler - CSN - ELC201;PJ;GW;DMD;-;;ANNUAL;0,00
COM-NewTechs_V02;RW;COM;.DMD.;CHCSNGMX301;Com Space Heat New Boiler - CSN - GMX301;PJ;GW;DMD;-;;ANNUAL;0,00
COM-NewTechs_V02;RW;COM;.DMD.;CHCSNGMX401;Com Space Heat New Boiler - CSN - GMX401;PJ;GW;DMD;-;;ANNUAL;0,00
COM-NewTechs_V02;RW;COM;.DMD.;CHCSNLPG201;Com Space Heat New Boiler - CSN - LPG201;PJ;GW;DMD;-;;ANNUAL;0,00
COM-NewTechs_V02;RW;COM;.DMD.;CHCSNLPG301;Com Space Heat New Boiler - CSN - LPG301;PJ;GW;DMD;-;;ANNUAL;0,00
COM-NewTechs_V02;RW;COM;.DMD.;CHCSNOIL201;Com Space Heat New Boiler - CSN - OIL201;PJ;GW;DMD;-;;ANNUAL;0,00
COM-NewTechs_V02;RW;COM;.DMD.;CHCSNOIL301;Com Space Heat New Boiler - CSN - OIL301;PJ;GW;DMD;-;;ANNUAL;0,00
COM-NewTechs_V02;RW;COM;.DMD.;CHCSNOIL401;Com Space Heat New Boiler - CSN - OIL401;PJ;GW;DMD;-;;ANNUAL;0,00
COM-NewTechs_V02;RW;COM;.DMD.;CHCSNPEL101;Com Space Heat New Boiler - CSN - PEL101;PJ;GW;DMD;-;;ANNUAL;0,00
COM-NewTechs_V02;RW;COM;.DMD.;CHCSNGEO101;Com Space Heat New FC - CSN - GEO101;PJ;GW;DMD;-;;ANNUAL;0,00
COM-NewTechs_V02;RW;COM;.DMD.;CHCSNLTH101;Com Space Heat New Heat Exchanger - CSN - HET101;PJ;GW;DMD;-;;ANNUAL;0,00
COM-NewTechs_V02;RW;COM;.DMD.;CHCSNELCHP201;Com Space Heat New heat pump - CSN - ELC201;PJ;GW;DMD;-;;ANNUAL;0,00
COM-NewTechs_V02;RW;COM;.DMD.;CHCSNELCHP202;Com Space Heat New heat pump - CSN - ELC202;PJ;GW;DMD;-;;ANNUAL;0,00
COM-NewTechs_V02;RW;COM;.DMD.;CHCSNELCHP301;Com Space Heat New heat pump - CSN - ELC301;PJ;GW;DMD;-;;ANNUAL;0,00
COM-NewTechs_V02;RW;COM;.DMD.;CHCSNELCHP302;Com Space Heat New heat pump - CSN - ELC302;PJ;GW;DMD;-;;ANNUAL;0,00
COM-NewTechs_V02;RW;COM;.DMD.;CHCSNELCHP401;Com Space Heat New heat pump - CSN - ELC401;PJ;GW;DMD;-;;ANNUAL;0,00
COM-NewTechs_V02;RW;COM;.DMD.;CHCSNELCHP402;Com Space Heat New heat pump - CSN - ELC402;PJ;GW;DMD;-;;ANNUAL;0,00
COM-NewTechs_V02;RW;COM;.DMD.;CHCSNGMXHP201;Com Space Heat New Heat Pump - CSN - GMX201;PJ;GW;DMD;-;;ANNUAL;0,00
COM-NewTechs_V02;RW;COM;.DMD.;CHCSNGMXHP202;Com Space Heat New Heat Pump - CSN - GMX202;PJ;GW;DMD;-;;ANNUAL;0,00
COM-NewTechs_V02;RW;COM;.DMD.;CHCSNLPGHP202;Com Space Heat New Heat Pump - CSN - LPG202;PJ;GW;DMD;-;;ANNUAL;0,00
COM-NewTechs_V02;RW;COM;.DMD.;CHCSNELCHPELC201;Com Space Heat New heat pump with réno - CSN - ELC201;PJ;GW;DMD;-;;ANNUAL;0,00
COM-NewTechs_V02;RW;COM;.DMD.;CHCSNELCHPELC202;Com Space Heat New heat pump with réno - CSN - ELC202;PJ;GW;DMD;-;;ANNUAL;0,00
COM-NewTechs_V02;RW;COM;.DMD.;CHCSNELCHPELC301;Com Space Heat New heat pump with réno - CSN - ELC301;PJ;GW;DMD;-;;ANNUAL;0,00
COM-NewTechs_V02;RW;COM;.DMD.;CHCSNELCHPELC302;Com Space Heat New heat pump with réno - CSN - ELC302;PJ;GW;DMD;-;;ANNUAL;0,00
COM-NewTechs_V02;RW;COM;.DMD.;CHCSNELCHPELC401;Com Space Heat New heat pump with réno - CSN - ELC401;PJ;GW;DMD;-;;ANNUAL;0,00
COM-NewTechs_V02;RW;COM;.DMD.;CHCSNELCHPELC402;Com Space Heat New heat pump with réno - CSN - ELC402;PJ;GW;DMD;-;;ANNUAL;0,00
COM-NewTechs_V02;RW;COM;.DMD.;CWCSNELCHP201;Com Water Heat New Boiler - CSN - ELC201;PJ;GW;DMD;-;;ANNUAL;0,00
COM-NewTechs_V02;RW;COM;.DMD.;CWCSNGEO101;Com Water Heat New Boiler - CSN - GEO101;PJ;GW;DMD;-;;ANNUAL;0,00
COM-NewTechs_V02;RW;COM;.DMD.;CWCSNGMX101;Com Water Heat New Boiler - CSN - GMX101;PJ;GW;DMD;-;;ANNUAL;0,00
COM-NewTechs_V02;RW;COM;.DMD.;CWCSNLPG101;Com Water Heat New Boiler - CSN - LPG101;PJ;GW;DMD;-;;ANNUAL;0,00
COM-NewTechs_V02;RW;COM;.DMD.;CWCSNOIL101;Com Water Heat New Boiler - CSN - OIL101;PJ;GW;DMD;-;;ANNUAL;0,00
COM-NewTechs_V02;RW;COM;.DMD.;CWCSNPEL101;Com Water Heat New Boiler - CSN - PEL101;PJ;GW;DMD;-;;ANNUAL;0,00
COM-NewTechs_V02;RW;COM;.DMD.;CWCSNSOL101;Com Water Heat New Boiler - CSN - SOL101;PJ;GW;DMD;-;;ANNUAL;0,00
COM-NewTechs_V02;RW;COM;.DMD.;CWCSNSOLE101;Com Water Heat New Boiler with back up - CSN - ELC101;PJ;GW;DMD;-;;ANNUAL;0,00
COM-NewTechs_V02;RW;COM;.DMD.;CWCSNSOLG101;Com Water Heat New Boiler with back up - CSN - GMX101;PJ;GW;DMD;-;;ANNUAL;0,00
COM-NewTechs_V02;RW;COM;.DMD.;CWCSNSOLD101;Com Water Heat New Boiler with back up - CSN - OIL101;PJ;GW;DMD;-;;ANNUAL;0,00
COM-NewTechs_V02;RW;COM;.DMD.;CCDATANELC101;Com Space Cool New - DATAN - ELC101;PJ;GW;DMD;-;;ANNUAL;0,00
COM-NewTechs_V02;RW;COM;.DMD.;CCDATANELCHP101;Com Space Cool New - DATAN - ELC101;PJ;GW;DMD;-;;ANNUAL;0,00
COM-NewTechs_V02;RW;COM;.DMD.;CCDATANELC201;Com Space Cool New - DATAN - ELC201;PJ;GW;DMD;-;;ANNUAL;0,00
COM-NewTechs_V02;RW;COM;.DMD.;CCDATANELC301;Com Space Cool New - DATAN - ELC301;PJ;GW;DMD;-;;ANNUAL;0,00
COM-NewTechs_V02;RW;COM;.DMD.;CCDATANELC401;Com Space Cool New - DATAN - ELC401;PJ;GW;DMD;-;;ANNUAL;0,00
COM-NewTechs_V02;RW;COM;.DMD.;CCDATANGMXHP101;Com Space Cool New - DATAN - GMX101;PJ;GW;DMD;-;;ANNUAL;0,00
COM-NewTechs_V02;RW;COM;.DMD.;CHDATANCPS101;Com Space Heat New Boiler - DATAN - CPS101;PJ;GW;DMD;-;;ANNUAL;0,00
COM-NewTechs_V02;RW;COM;.DMD.;CHDATANELC101;Com Space Heat New Boiler - DATAN - ELC101;PJ;GW;DMD;-;;ANNUAL;0,00
COM-NewTechs_V02;RW;COM;.DMD.;CHDATANELC201;Com Space Heat New Boiler - DATAN - ELC201;PJ;GW;DMD;-;;ANNUAL;0,00
COM-NewTechs_V02;RW;COM;.DMD.;CHDATANGMX201;Com Space Heat New Boiler - DATAN - GMX201;PJ;GW;DMD;-;;ANNUAL;0,00
COM-NewTechs_V02;RW;COM;.DMD.;CHDATANGMX301;Com Space Heat New Boiler - DATAN - GMX301;PJ;GW;DMD;-;;ANNUAL;0,00
COM-NewTechs_V02;RW;COM;.DMD.;CHDATANGMX401;Com Space Heat New Boiler - DATAN - GMX401;PJ;GW;DMD;-;;ANNUAL;0,00
COM-NewTechs_V02;RW;COM;.DMD.;CHDATANGMX501;Com Space Heat New Boiler - DATAN - GMX501;PJ;GW;DMD;-;;ANNUAL;0,00
COM-NewTechs_V02;RW;COM;.DMD.;CHDATANLPG201;Com Space Heat New Boiler - DATAN - LPG201;PJ;GW;DMD;-;;ANNUAL;0,00
COM-NewTechs_V02;RW;COM;.DMD.;CHDATANLPG301;Com Space Heat New Boiler - DATAN - LPG301;PJ;GW;DMD;-;;ANNUAL;0,00
COM-NewTechs_V02;RW;COM;.DMD.;CHDATANOIL301;Com Space Heat New Boiler - DATAN - OIL301;PJ;GW;DMD;-;;ANNUAL;0,00
COM-NewTechs_V02;RW;COM;.DMD.;CHDATANOIL401;Com Space Heat New Boiler - DATAN - OIL401;PJ;GW;DMD;-;;ANNUAL;0,00
COM-NewTechs_V02;RW;COM;.DMD.;CHDATANGEO101;Com Space Heat New FC - DATAN - GEO101;PJ;GW;DMD;-;;ANNUAL;0,00
COM-NewTechs_V02;RW;COM;.DMD.;CHDATANLTH101;Com Space Heat New Heat Exchanger - DATAN - HET101;PJ;GW;DMD;-;;ANNUAL;0,00
COM-NewTechs_V02;RW;COM;.DMD.;CHDATANELCHP201;Com Space Heat New Heat pump - DATAN - ELC201;PJ;GW;DMD;-;;ANNUAL;0,00
COM-NewTechs_V02;RW;COM;.DMD.;CHDATANELCHP202;Com Space Heat New Heat pump - DATAN - ELC202;PJ;GW;DMD;-;;ANNUAL;0,00
COM-NewTechs_V02;RW;COM;.DMD.;CHDATANELCHP301;Com Space Heat New Heat pump - DATAN - ELC301;PJ;GW;DMD;-;;ANNUAL;0,00
COM-NewTechs_V02;RW;COM;.DMD.;CHDATANELCHP302;Com Space Heat New Heat pump - DATAN - ELC302;PJ;GW;DMD;-;;ANNUAL;0,00
COM-NewTechs_V02;RW;COM;.DMD.;CHDATANELCHP401;Com Space Heat New Heat pump - DATAN - ELC401;PJ;GW;DMD;-;;ANNUAL;0,00
COM-NewTechs_V02;RW;COM;.DMD.;CHDATANELCHP402;Com Space Heat New Heat pump - DATAN - ELC402;PJ;GW;DMD;-;;ANNUAL;0,00
COM-NewTechs_V02;RW;COM;.DMD.;CHDATANGMXHP201;Com Space Heat New Heat Pump - DATAN - GMX201;PJ;GW;DMD;-;;ANNUAL;0,00
COM-NewTechs_V02;RW;COM;.DMD.;CHDATANGMXHP202;Com Space Heat New Heat Pump - DATAN - GMX202;PJ;GW;DMD;-;;ANNUAL;0,00
COM-NewTechs_V02;RW;COM;.DMD.;CHDATANLPGHP202;Com Space Heat New Heat Pump - DATAN - LPG202;PJ;GW;DMD;-;;ANNUAL;0,00
COM-NewTechs_V02;RW;COM;.DMD.;CHDATANELCHPR201;Com Space Heat New Heat Pump With reno - DATAN - ELC201;PJ;GW;DMD;-;;ANNUAL;0,00
COM-NewTechs_V02;RW;COM;.DMD.;CHDATANELCHPR202;Com Space Heat New Heat Pump With reno - DATAN - ELC202;PJ;GW;DMD;-;;ANNUAL;0,00
COM-NewTechs_V02;RW;COM;.DMD.;CHDATANELCHPR301;Com Space Heat New Heat Pump With reno - DATAN - ELC301;PJ;GW;DMD;-;;ANNUAL;0,00
COM-NewTechs_V02;RW;COM;.DMD.;CHDATANELCHPR302;Com Space Heat New Heat Pump With reno - DATAN - ELC302;PJ;GW;DMD;-;;ANNUAL;0,00
COM-NewTechs_V02;RW;COM;.DMD.;CHDATANELCHPR401;Com Space Heat New Heat Pump With reno - DATAN - ELC401;PJ;GW;DMD;-;;ANNUAL;0,00
COM-NewTechs_V02;RW;COM;.DMD.;CHDATANELCHPR402;Com Space Heat New Heat Pump With reno - DATAN - ELC402;PJ;GW;DMD;-;;ANNUAL;0,00
COM-NewTechs_V02;RW;COM;.DMD.;CWDATANELC101;Com Water Heat New Boiler - DATAN - ELC101;PJ;GW;DMD;-;;ANNUAL;0,00
COM-NewTechs_V02;RW;COM;.DMD.;CWDATANELCHP201;Com Water Heat New Boiler - DATAN - ELC201;PJ;GW;DMD;-;;ANNUAL;0,00
COM-NewTechs_V02;RW;COM;.DMD.;CWDATANGMX101;Com Water Heat New Boiler - DATAN - GMX101;PJ;GW;DMD;-;;ANNUAL;0,00
COM-NewTechs_V02;RW;COM;.DMD.;CWDATANOIL101;Com Water Heat New Boiler - DATAN - OIL101;PJ;GW;DMD;-;;ANNUAL;0,00
COM-NewTechs_V02;RW;COM;.DMD.;CWDATANPEL101;Com Water Heat New Boiler - DATAN - PEL101;PJ;GW;DMD;-;;ANNUAL;0,00
COM-NewTechs_V02;RW;COM;.DMD.;CWDATANSOLE101;Com Water Heat New Boiler with back up - DATAN - ELC101;PJ;GW;DMD;-;;ANNUAL;0,00
COM-NewTechs_V02;RW;COM;.DMD.;CWDATANSOLG101;Com Water Heat New Boiler with back up - DATAN - GMX101;PJ;GW;DMD;-;;ANNUAL;0,00
COM-NewTechs_V02;RW;COM;.DMD.;CWDATANSOLD101;Com Water Heat New Boiler with back up - DATAN - OIL101;PJ;GW;DMD;-;;ANNUAL;0,00
COM-NewTechs_V02;RW;COM;.DMD.;CHENNGMX501;Com Space Heat New Boiler - CON - GMX501;PJ;GW;DMD;-;;ANNUAL;0,00
COM-NewTechs_V02;RW;COM;.DMD.;CHENNCPS101;Com Space Heat New Boiler - ENN - CPS101;PJ;GW;DMD;-;;ANNUAL;0,00
COM-NewTechs_V02;RW;COM;.DMD.;CHENNELC101;Com Space Heat New Boiler - ENN - ELC101;PJ;GW;DMD;-;;ANNUAL;0,00
COM-NewTechs_V02;RW;COM;.DMD.;CHENNELC201;Com Space Heat New Boiler - ENN - ELC201;PJ;GW;DMD;-;;ANNUAL;0,00
COM-NewTechs_V02;RW;COM;.DMD.;CHENNGMX401;Com Space Heat New Boiler - ENN - GMX401;PJ;GW;DMD;-;;ANNUAL;0,00
COM-NewTechs_V02;RW;COM;.DMD.;CHENNLPG201;Com Space Heat New Boiler - ENN - LPG201;PJ;GW;DMD;-;;ANNUAL;0,00
COM-NewTechs_V02;RW;COM;.DMD.;CHENNLPG301;Com Space Heat New Boiler - ENN - LPG301;PJ;GW;DMD;-;;ANNUAL;0,00
COM-NewTechs_V02;RW;COM;.DMD.;CHENNOIL201;Com Space Heat New Boiler - ENN - OIL201;PJ;GW;DMD;-;;ANNUAL;0,00
COM-NewTechs_V02;RW;COM;.DMD.;CHENNOIL301;Com Space Heat New Boiler - ENN - OIL301;PJ;GW;DMD;-;;ANNUAL;0,00
COM-NewTechs_V02;RW;COM;.DMD.;CHENNOIL401;Com Space Heat New Boiler - ENN - OIL401;PJ;GW;DMD;-;;ANNUAL;0,00
COM-NewTechs_V02;RW;COM;.DMD.;CHENNPEL101;Com Space Heat New Boiler - ENN - PEL101;PJ;GW;DMD;-;;ANNUAL;0,00
COM-NewTechs_V02;RW;COM;.DMD.;CHENNLTH101;Com Space Heat New Heat Exchanger - ENN - HET101;PJ;GW;DMD;-;;ANNUAL;0,00
COM-NewTechs_V02;RW;COM;.DMD.;CHENNELCHP401;Com Space Heat New Heat pump - ENN - ELC401;PJ;GW;DMD;-;;ANNUAL;0,00
COM-NewTechs_V02;RW;COM;.DMD.;CHENNELCHP402;Com Space Heat New Heat pump - ENN - ELC402;PJ;GW;DMD;-;;ANNUAL;0,00
COM-NewTechs_V02;RW;COM;.DMD.;CHENNGMXHP201;Com Space Heat New Heat Pump - ENN - GMX201;PJ;GW;DMD;-;;ANNUAL;0,00
COM-NewTechs_V02;RW;COM;.DMD.;CHENNGMXHP202;Com Space Heat New Heat Pump - ENN - GMX202;PJ;GW;DMD;-;;ANNUAL;0,00
COM-NewTechs_V02;RW;COM;.DMD.;CHENNLPGHP202;Com Space Heat New Heat Pump - ENN - LPG202;PJ;GW;DMD;-;;ANNUAL;0,00
COM-NewTechs_V02;RW;COM;.DMD.;CHENNELCHPR201;Com Space Heat New Heat Pump With reno - ENN - ELC201;PJ;GW;DMD;-;;ANNUAL;0,00
COM-NewTechs_V02;RW;COM;.DMD.;CHENNELCHPR202;Com Space Heat New Heat Pump With reno - ENN - ELC202;PJ;GW;DMD;-;;ANNUAL;0,00
COM-NewTechs_V02;RW;COM;.DMD.;CHENNELCHPR301;Com Space Heat New Heat Pump With reno - ENN - ELC301;PJ;GW;DMD;-;;ANNUAL;0,00
COM-NewTechs_V02;RW;COM;.DMD.;CHENNELCHPR302;Com Space Heat New Heat Pump With reno - ENN - ELC302;PJ;GW;DMD;-;;ANNUAL;0,00
COM_Retrofits2;RW;COM;.PRE.;Retrofit-F_C_BP;Retrofit-F_C_BP;PJ;MM2;PRE;-;Retrofit-F_C_BP_NRGI;ANNUAL;0,00
COM_Retrofits2;RW;COM;.PRE.;Retrofit-F_C_CO;Retrofit-F_C_CO;PJ;MM2;PRE;-;Retrofit-F_C_CO_NRGI;ANNUAL;0,00
COM_Retrofits2;RW;COM;.PRE.;Retrofit-F_C_SA;Retrofit-F_C_SA;PJ;MM2;PRE;-;Retrofit-F_C_SA_NRGI;ANNUAL;0,00
COM_Retrofits2;RW;COM;.PRE.;Retrofit-M_C_BA;Retrofit-M_C_BA;PJ;MM2;PRE;-;Retrofit-M_C_BA_NRGI;ANNUAL;0,00
COM_Retrofits2;RW;COM;.PRE.;Retrofit-M_C_BP;Retrofit-M_C_BP;PJ;MM2;PRE;-;Retrofit-M_C_BP_NRGI;ANNUAL;0,00
COM_Retrofits2;RW;COM;.PRE.;Retrofit-M_C_CO;Retrofit-M_C_CO;PJ;MM2;PRE;-;Retrofit-M_C_CO_NRGI;ANNUAL;0,00
COM_Retrofits2;RW;COM;.PRE.;Retrofit-M_C_CS;Retrofit-M_C_CS;PJ;MM2;PRE;-;Retrofit-M_C_CS_NRGI;ANNUAL;0,00
COM_Retrofits2;RW;COM;.PRE.;Retrofit-M_C_EN;Retrofit-M_C_EN;PJ;MM2;PRE;-;Retrofit-M_C_EN_NRGI;ANNUAL;0,00
COM_Retrofits2;RW;COM;.PRE.;Retrofit-F_C_CS;Retrofit-F_C_CS;PJ;MM2;PRE;-;Retrofit-F_C_CS_NRGI;ANNUAL;0,00
COM_Retrofits2;RW;COM;.PRE.;Retrofit-M_C_SA;Retrofit-M_C_SA;PJ;MM2;PRE;-;Retrofit-M_C_SA_NRGI;ANNUAL;0,00
COM_Retrofits2;RW;COM;.PRE.;Retrofit-S_C_BA;Retrofit-S_C_BA;PJ;MM2;PRE;-;Retrofit-S_C_BA_NRGI;ANNUAL;0,00
COM_Retrofits2;RW;COM;.PRE.;Retrofit-S_C_BP;Retrofit-S_C_BP;PJ;MM2;PRE;-;Retrofit-S_C_BP_NRGI;ANNUAL;0,00
COM_Retrofits2;RW;COM;.PRE.;Retrofit-S_C_CO;Retrofit-S_C_CO;PJ;MM2;PRE;-;Retrofit-S_C_CO_NRGI;ANNUAL;0,00
COM_Retrofits2;RW;COM;.PRE.;Retrofit-S_C_CS;Retrofit-S_C_CS;PJ;MM2;PRE;-;Retrofit-S_C_CS_NRGI;ANNUAL;0,00
COM_Retrofits2;RW;COM;.PRE.;Retrofit-S_C_EN;Retrofit-S_C_EN;PJ;MM2;PRE;-;Retrofit-S_C_EN_NRGI;ANNUAL;0,00
COM_Retrofits2;RW;COM;.PRE.;Retrofit-S_C_SA;Retrofit-S_C_SA;PJ;MM2;PRE;-;Retrofit-S_C_SA_NRGI;ANNUAL;0,00
COM_Retrofits2;RW;COM;.PRE.;Retrofit-T_C_BA;Retrofit-T_C_BA;PJ;MM2;PRE;-;Retrofit-T_C_BA_NRGI;ANNUAL;0,00
COM_Retrofits2;RW;COM;.PRE.;Retrofit-T_C_BP;Retrofit-T_C_BP;PJ;MM2;PRE;-;Retrofit-T_C_BP_NRGI;ANNUAL;0,00
COM_Retrofits2;RW;COM;.PRE.;Retrofit-T_C_CO;Retrofit-T_C_CO;PJ;MM2;PRE;-;Retrofit-T_C_CO_NRGI;ANNUAL;0,00
RSD_Retrofits;RW;RSD;.PRE.;Retrofit-F_R_2Fac1945;Retrofit Fenetres Dwellings R_2Fac1945;PJ;MM2;PRE;-;Retrofit-F_R_2Fac1945_NRGI;ANNUAL;0,00
RSD_Retrofits;RW;RSD;.PRE.;Retrofit-F_R_2Fac1958;Retrofit Fenetres Dwellings R_2Fac1958;PJ;MM2;PRE;-;Retrofit-F_R_2Fac1958_NRGI;ANNUAL;0,00
RSD_Retrofits;RW;RSD;.PRE.;Retrofit-F_R_2Fac1976;Retrofit Fenetres Dwellings R_2Fac1976;PJ;MM2;PRE;-;Retrofit-F_R_2Fac1976_NRGI;ANNUAL;0,00
RSD_Retrofits;RW;RSD;.PRE.;Retrofit-F_R_2Fac1989;Retrofit Fenetres Dwellings R_2Fac1989;PJ;MM2;PRE;-;Retrofit-F_R_2Fac1989_NRGI;ANNUAL;0,00
RSD_Retrofits;RW;RSD;.PRE.;Retrofit-F_R_2Fac2005;Retrofit Fenetres Dwellings R_2Fac2005;PJ;MM2;PRE;-;Retrofit-F_R_2Fac2005_NRGI;ANNUAL;0,00
RSD_Retrofits;RW;RSD;.PRE.;Retrofit-F_R_3Fac1945;Retrofit Fenetres Dwellings R_3Fac1945;PJ;MM2;PRE;-;Retrofit-F_R_3Fac1945_NRGI;ANNUAL;0,00
RSD_Retrofits;RW;RSD;.PRE.;Retrofit-F_R_3Fac1958;Retrofit Fenetres Dwellings R_3Fac1958;PJ;MM2;PRE;-;Retrofit-F_R_3Fac1958_NRGI;ANNUAL;0,00
RSD_Retrofits;RW;RSD;.PRE.;Retrofit-F_R_3Fac1976;Retrofit Fenetres Dwellings R_3Fac1976;PJ;MM2;PRE;-;Retrofit-F_R_3Fac1976_NRGI;ANNUAL;0,00
RSD_Retrofits;RW;RSD;.PRE.;Retrofit-F_R_3Fac1989;Retrofit Fenetres Dwellings R_3Fac1989;PJ;MM2;PRE;-;Retrofit-F_R_3Fac1989_NRGI;ANNUAL;0,00
